,ID,Year,Month,Data Type,Value1,Mflag1,Qflag1,Sflag1,Value2,Mflag2,Qflag2,Sflag2,Value3,Mflag3,Qflag3,Sflag3,Value4,Mflag4,Qflag4,Sflag4,Value5,Mflag5,Qflag5,Sflag5,Value6,Mflag6,Qflag6,Sflag6,Value7,Mflag7,Qflag7,Sflag7,Value8,Mflag8,Qflag8,Sflag8,Value9,Mflag9,Qflag9,Sflag9,Value10,Mflag10,Qflag10,Sflag10,Value11,Mflag11,Qflag11,Sflag11,Value12,Mflag12,Qflag12,Sflag12,Value13,Mflag13,Qflag13,Sflag13,Value14,Mflag14,Qflag14,Sflag14,Value15,Mflag15,Qflag15,Sflag15,Value16,Mflag16,Qflag16,Sflag16,Value17,Mflag17,Qflag17,Sflag17,Value18,Mflag18,Qflag18,Sflag18,Value19,Mflag19,Qflag19,Sflag19,Value20,Mflag20,Qflag20,Sflag20,Value21,Mflag21,Qflag21,Sflag21,Value22,Mflag22,Qflag22,Sflag22,Value23,Mflag23,Qflag23,Sflag23,Value24,Mflag24,Qflag24,Sflag24,Value25,Mflag25,Qflag25,Sflag25,Value26,Mflag26,Qflag26,Sflag26,Value27,Mflag27,Qflag27,Sflag27,Value28,Mflag28,Qflag28,Sflag28,Value29,Mflag29,Qflag29,Sflag29,Value30,Mflag30,Qflag30,Sflag30,Value31,Mflag31,Qflag31,Sflag31
3009,USC00187705,1978,1,SNOW,25, , ,0,30, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,20, , ,0,0, , ,0,0, , ,0,0, , ,0,102, , ,0,0, , ,0,0, , ,0,0, , ,0,20, , ,0,0, , ,0,0, , ,0,140, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
3010,USC00187705,1978,1,SNWD,25, , ,0,25, , ,0,25, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,25, , ,0,25, , ,0,0,T, ,0,0, , ,0,102, , ,0,76, , ,0,76, , ,0,76, , ,0,102, , ,0,76, , ,0,76, , ,0,203, , ,0,203, , ,0,203, , ,0,203, , ,0,203, , ,0,203, , ,0,51, , ,0,51, , ,0,51, , ,0,51, , ,0,51, , ,0,51, , ,0
3011,USC00187705,1978,1,WT04,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , 
3081,USC00187705,1979,1,TMAX,156, , ,0,161, , ,0,44, , ,0,0, , ,0,6, , ,0,39, , ,0,67, , ,0,72, , ,0,50, , ,0,-11, , ,0,-11, , ,0,-50, , ,0,28, , ,0,50, , ,0,44, , ,0,61, , ,0,44, , ,0,44, , ,0,-28, , ,0,0, , ,0,33, , ,0,44, , ,0,50, , ,0,128, , ,0,117, , ,0,44, , ,0,78, , ,0,44, , ,0,44, , ,0,33, , ,0,11, , ,0
3082,USC00187705,1979,1,TMIN,44, , ,0,17, , ,0,-167, , ,0,-178, , ,0,-94, , ,0,-67, , ,0,-11, , ,0,-78, , ,0,-144, , ,0,-144, , ,0,-111, , ,0,-128, , ,0,-78, , ,0,-22, , ,0,-111, , ,0,-78, , ,0,-61, , ,0,-61, , ,0,-144, , ,0,-78, , ,0,-28, , ,0,6, , ,0,-72, , ,0,-39, , ,0,-61, , ,0,-56, , ,0,-44, , ,0,0, , ,0,-11, , ,0,-44, , ,0,-78, , ,0
3083,USC00187705,1979,1,TOBS,128, , ,0,44, , ,0,-94, , ,0,-11, , ,0,0, , ,0,17, , ,0,67, , ,0,50, , ,0,-22, , ,0,-11, , ,0,-61, , ,0,-78, , ,0,17, , ,0,28, , ,0,22, , ,0,44, , ,0,17, , ,0,-28, , ,0,-56, , ,0,-11, , ,0,22, , ,0,28, , ,0,33, , ,0,117, , ,0,-11, , ,0,28, , ,0,33, , ,0,17, , ,0,28, , ,0,17, , ,0,-17, , ,0
3084,USC00187705,1979,1,PRCP,127, , ,0,483, , ,0,5, , ,0,0, , ,0,0, , ,0,25, , ,0,76, , ,0,328, , ,0,0, , ,0,0, , ,0,0, , ,0,28, , ,0,124, , ,0,10, , ,0,0, , ,0,0, , ,0,13, , ,0,0, , ,0,0, , ,0,79, , ,0,381, , ,0,0, , ,0,0, , ,0,279, , ,0,8, , ,0,0, , ,0,0, , ,0,109, , ,0,0, , ,0,0, , ,0,0, , ,0
3085,USC00187705,1979,1,SNOW,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,58, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,0, , ,0,0, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,64, , ,0,0, , ,0,0, , ,0,0, , ,0
3086,USC00187705,1979,1,SNWD,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,51, , ,0,25, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,76, , ,0,76, , ,0,25, , ,0,25, , ,0
3087,USC00187705,1979,1,WT04,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , 
3165,USC00187705,1980,1,TMAX,106, , ,0,67, , ,0,33, , ,0,44, , ,0,17, , ,0,28, , ,0,50, , ,0,22, , ,0,33, , ,0,61, , ,0,61, , ,0,61, , ,0,11, , ,0,50, , ,0,78, , ,0,144, , ,0,117, , ,0,56, , ,0,72, , ,0,72, , ,0,111, , ,0,61, , ,0,56, , ,0,17, , ,0,17, , ,0,44, , ,0,33, , ,0,44, , ,0,22, , ,0,11, , ,0,-22, , ,0
3166,USC00187705,1980,1,TMIN,0, , ,0,22, , ,0,-56, , ,0,-33, , ,0,-28, , ,0,-78, , ,0,6, , ,0,-33, , ,0,-11, , ,0,22, , ,0,-22, , ,0,-44, , ,0,-72, , ,0,-11, , ,0,-11, , ,0,28, , ,0,-28, , ,0,22, , ,0,-11, , ,0,-39, , ,0,-72, , ,0,-50, , ,0,0, , ,0,-111, , ,0,-44, , ,0,-56, , ,0,-67, , ,0,-33, , ,0,-33, , ,0,-111, , ,0,-94, , ,0
3167,USC00187705,1980,1,TOBS,33, , ,0,-9999, , , ,-11, , ,0,-9999, , , ,-6, , ,0,17, , ,0,22, , ,0,-11, , ,0,-9999, , , ,44, , ,0,56, , ,0,-11, , ,0,11, , ,0,44, , ,0,72, , ,0,117, , ,0,56, , ,0,56, , ,0,56, , ,0,61, , ,0,61, , ,0,44, , ,0,17, , ,0,-22, , ,0,11, , ,0,33, , ,0,6, , ,0,22, , ,0,11, , ,0,-22, , ,0,-39, , ,0
3168,USC00187705,1980,1,PRCP,0, , ,0,0, , ,0,0, , ,0,20, , ,0,76, , ,0,15, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,89, , ,0,8, , ,0,0, , ,0,18, , ,0,0, , ,0,0, , ,0,0, , ,0,142, , ,0,137, , ,0,3, , ,0,0, , ,0,33, , ,0,46, , ,0,0, , ,0,5, , ,0,3, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,10, , ,0
3169,USC00187705,1980,1,SNOW,0, , ,0,0, , ,0,0, , ,0,-9999, , , ,89, , ,0,25, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,20, , ,0
3170,USC00187705,1980,1,SNWD,0, , ,0,0, , ,0,0, , ,0,25, , ,0,102, , ,0,152, , ,0,102, , ,0,76, , ,0,51, , ,0,51, , ,0,25, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,25, , ,0
3248,USC00187705,1981,1,TMAX,-6, , ,0,-9999, , , ,-9999, , , ,28, , ,0,0, , ,0,-17, , ,0,33, , ,0,0, , ,0,-9999, , , ,-28, , ,0,-39, , ,0,-83, , ,0,-39, , ,0,6, , ,0,-6, ,I,0,50, , ,0,-9999, , , ,-9999, , , ,100, , ,0,117, , ,0,78, , ,0,117, , ,0,61, , ,0,72, , ,0,100, , ,0,122, , ,0,100, , ,0,106, , ,0,83, , ,0,17, , ,0,22, , ,0
3249,USC00187705,1981,1,TMIN,-44, , ,0,-67, , ,0,-133, , ,0,-161, , ,0,-144, , ,0,-167, , ,0,-33, , ,0,-144, , ,0,-133, , ,0,-106, , ,0,-144, , ,0,-167, , ,0,-211, , ,0,-94, , ,0,-122, , ,0,-83, , ,0,-72, , ,0,-117, , ,0,-39, , ,0,-28, , ,0,-11, , ,0,-67, , ,0,0, , ,0,-39, , ,0,-94, , ,0,-6, , ,0,44, , ,0,-28, , ,0,-67, , ,0,-100, , ,0,-111, , ,0
3250,USC00187705,1981,1,TOBS,-11, , ,0,-28, , ,0,28, , ,0,-111, , ,0,-67, , ,0,-22, , ,0,-39, , ,0,-39, , ,0,-33, , ,0,-67, , ,0,-83, , ,0,-94, , ,0,-44, , ,0,6, ,I,0,-22, , ,0,6, , ,0,-56, , ,0,17, , ,0,72, , ,0,78, , ,0,0, , ,0,50, , ,0,22, , ,0,44, , ,0,39, , ,0,94, , ,0,72, , ,0,67, , ,0,-9999, , , ,-22, , ,0,-11, , ,0
3251,USC00187705,1981,1,PRCP,38, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,18, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,-9999, , , ,0, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
3252,USC00187705,1981,1,SNOW,53, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,13, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,20, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
3253,USC00187705,1981,1,SNWD,51, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,51, , ,0,-9999, , , ,25, , ,0,25, , ,0,25, , ,0,25, , ,0,25, , ,0,25, , ,0,51, , ,0,25, , ,0,25, , ,0,25, , ,0,25, , ,0,25, , ,0,25, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
3319,USC00187705,1982,1,TMAX,-9999, , , ,89, , ,0,28, ,I,0,106, , ,0,100, , ,0,89, , ,0,128, , ,0,111, , ,0,111, , ,0,-150, ,I,0,-78, , ,0,-33, , ,0,-44, , ,0,22, , ,0,33, , ,0,44, , ,0,0, ,I,0,17, , ,0,-39, ,I,0,50, , ,0,33, , ,0,-17, ,I,0,0, , ,0,11, , ,0,0, , ,0,17, , ,0,0, , ,0,61, , ,0,56, , ,0,94, , ,0,89, , ,0
3320,USC00187705,1982,1,TMIN,-9999, , , ,-39, , ,0,-28, , ,0,-50, , ,0,6, , ,0,-56, , ,0,-39, , ,0,-111, , ,0,-72, , ,0,-172, , ,0,-178, , ,0,-133, , ,0,-122, , ,0,-67, , ,0,-78, , ,0,-167, , ,0,-211, , ,0,-233, , ,0,-111, , ,0,-78, , ,0,-28, , ,0,-67, , ,0,-122, , ,0,-78, , ,0,-122, , ,0,-156, , ,0,-178, , ,0,-94, , ,0,-128, , ,0,-133, , ,0,0, , ,0
3321,USC00187705,1982,1,TOBS,-9999, , , ,50, ,I,0,11, , ,0,100, , ,0,83, , ,0,72, , ,0,100, , ,0,100, , ,0,-39, , ,0,-156, , ,0,-94, , ,0,-78, , ,0,-67, , ,0,11, , ,0,22, , ,0,22, ,I,0,-28, , ,0,-22, ,I,0,-67, , ,0,33, , ,0,22, ,I,0,-50, , ,0,-11, , ,0,-11, , ,0,-22, , ,0,-28, , ,0,-39, , ,0,44, , ,0,44, , ,0,67, , ,0,72, , ,0
3322,USC00187705,1982,1,PRCP,23, , ,0,0, , ,0,13, , ,0,152, , ,0,0, , ,0,0, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,163, , ,0,0, , ,0,81, , ,0,64, , ,0,0, , ,0,0, , ,0,0,T, ,0,15, , ,0,58, , ,0,0, , ,0,152, , ,0,0, , ,0,0, , ,0,5, , ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,5, , ,0
3323,USC00187705,1982,1,SNOW,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,102, , ,0,51, , ,0,38, , ,0,25, , ,0,0, , ,0,0, , ,0,0,T, ,0,0,T, ,0,84, , ,0,51, , ,0,51, , ,0,0,P, ,0,0,P, ,0,13, , ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0
3324,USC00187705,1982,1,SNWD,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,76, , ,0,152, , ,0,152, , ,0,178, , ,0,152, , ,0,152, , ,0,152, , ,0,152, , ,0,229, , ,0,178, , ,0,203, , ,0,229, , ,0,229, , ,0,229, , ,0,229, , ,0,203, , ,0,178, , ,0,152, , ,0,152, , ,0
3325,USC00187705,1982,1,WT01,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0
3326,USC00187705,1982,1,WT05,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , 
3327,USC00187705,1982,1,WT06,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , 
3400,USC00187705,1983,1,TMAX,83, , ,0,78, , ,0,72, , ,0,61, , ,0,83, , ,0,94, , ,0,150, , ,0,139, , ,0,128, , ,0,100, , ,0,117, , ,0,89, , ,0,50, , ,0,39, , ,0,72, , ,0,28, ,I,0,11, , ,0,-28, , ,0,-11, , ,0,-6, , ,0,28, , ,0,56, , ,0,17, , ,0,78, , ,0,72, , ,0,78, , ,0,67, , ,0,50, , ,0,72, , ,0,89, , ,0,106, , ,0
3401,USC00187705,1983,1,TMIN,-44, , ,0,-67, , ,0,-39, , ,0,-67, , ,0,-83, , ,0,-78, , ,0,-56, , ,0,-11, , ,0,-28, , ,0,17, , ,0,33, , ,0,-28, , ,0,-78, , ,0,-67, , ,0,-67, , ,0,-39, , ,0,-78, , ,0,-111, , ,0,-94, , ,0,-133, , ,0,-122, , ,0,-67, , ,0,-67, , ,0,-11, , ,0,-11, , ,0,-17, , ,0,-39, , ,0,-67, , ,0,-94, , ,0,-39, , ,0,-39, , ,0
3402,USC00187705,1983,1,TOBS,61, , ,0,44, , ,0,44, , ,0,22, , ,0,50, , ,0,78, , ,0,133, , ,0,111, , ,0,56, , ,0,72, , ,0,83, , ,0,33, , ,0,17, , ,0,17, , ,0,44, ,I,0,-11, , ,0,-39, , ,0,-67, , ,0,-39, , ,0,-39, , ,0,22, , ,0,17, , ,0,11, , ,0,44, , ,0,56, , ,0,44, , ,0,44, , ,0,33, , ,0,56, , ,0,72, , ,0,83, , ,0
3403,USC00187705,1983,1,PRCP,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,25, , ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,122, , ,0,25, , ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,127, , ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,T, ,0,0,P, ,0
3404,USC00187705,1983,1,SNOW,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0
3405,USC00187705,1983,1,SNWD,0, , ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0
3499,USC00187705,1985,1,TMAX,189, , ,0,189, , ,0,33, , ,0,0, , ,0,33, , ,0,83, , ,0,61, , ,0,56, , ,0,-28, , ,0,-44, , ,0,-28, , ,0,-11, , ,0,56, , ,0,89, , ,0,17, , ,0,-33, , ,0,22, , ,0,17, , ,0,33, , ,0,-78, , ,0,-128, , ,0,-28, , ,0,11, , ,0,28, , ,0,44, , ,0,-44, , ,0,0, , ,0,17, , ,0,0, , ,0,28, , ,0,11, , ,0
3500,USC00187705,1985,1,TMIN,67, , ,0,33, , ,0,-11, , ,0,-22, , ,0,-11, , ,0,-28, , ,0,11, , ,0,-67, , ,0,-100, , ,0,-78, , ,0,-72, , ,0,-78, , ,0,-50, , ,0,-67, , ,0,-100, , ,0,-111, , ,0,-56, , ,0,-17, , ,0,-78, , ,0,-233, , ,0,-250, , ,0,-128, , ,0,-250, ,S,0,-44, , ,0,-67, , ,0,-100, , ,0,-117, , ,0,-78, , ,0,-83, , ,0,-106, , ,0,-11, , ,0
3501,USC00187705,1985,1,TOBS,189, , ,0,33, , ,0,-11, , ,0,0, , ,0,-11, , ,0,22, , ,0,56, , ,0,-67, , ,0,-67, , ,0,-61, , ,0,-72, , ,0,-50, , ,0,-33, , ,0,17, , ,0,-100, , ,0,-33, , ,0,17, , ,0,-17, , ,0,-78, , ,0,-233, , ,0,-128, , ,0,-61, , ,0,-44, , ,0,0, , ,0,-67, , ,0,-100, , ,0,-78, , ,0,-39, , ,0,-83, , ,0,-11, , ,0,11, , ,0
3502,USC00187705,1985,1,PRCP,3, , ,0,58, , ,0,64, , ,0,38, , ,0,46, , ,0,18, , ,0,0,T, ,0,0, , ,0,0, , ,0,8, , ,0,23, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,76, , ,0,0, , ,0,0, , ,0,8, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,107, , ,0
3503,USC00187705,1985,1,SNOW,0,P, ,0,0,P, ,0,0,T, ,0,-9999, , , ,-9999, , , ,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,-9999, , , ,-9999, , , ,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,102, , ,0,0,P, ,0,0,P, ,0,-9999, , , ,0, , ,0,0,P, ,0,0,P, ,0,0,P, ,0,25, , ,0,-9999, , , ,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,102, , ,0
3504,USC00187705,1985,1,SNWD,0, , ,0,0,P, ,0,0, , ,0,0, , ,0,0, , ,0,0,P, ,0,0,P, ,0,0,P, ,0,0,P, ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,102, , ,0,51, , ,0,51, , ,0,51, , ,0,51, , ,0,51, , ,0,25, , ,0,25, , ,0,51, , ,0,51, , ,0,51, , ,0,25, , ,0,0, , ,0,0,P, ,0,102, , ,0
3505,USC00187705,1985,1,WT01,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , 
3506,USC00187705,1985,1,WT03,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , 
3507,USC00187705,1985,1,WT04,-9999, , , ,-9999, , , ,1, , ,0,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , 
3508,USC00187705,1985,1,WT11,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , 
3599,USC00187705,1986,1,TMAX,50,L, ,0,117,L, ,0,139,L, ,0,72,L, ,0,61,L, ,0,72,L, ,0,-17,L, ,0,-17,L, ,0,78,L, ,0,111,L, ,0,67,L, ,0,178,L, ,0,72,L, ,0,-44,L, ,0,-33,L, ,0,89,L, ,0,133,L, ,0,211,L, ,0,150,L, ,0,89,L, ,0,117,L, ,0,211,L, ,0,61,L, ,0,33,L, ,0,17,L, ,0,28,L, ,0,11,L, ,0,-78,L, ,0,-39,L, ,0,-11,L, ,0,44,L, ,0
3600,USC00187705,1986,1,TMIN,-56,L, ,0,-56,L, ,0,61,L, ,0,6,L, ,0,-22,L, ,0,-33,L, ,0,-78,L, ,0,-100,L, ,0,-94,L, ,0,-17,L, ,0,-39,L, ,0,-11,L, ,0,-72,L, ,0,-89,L, ,0,-100,L, ,0,-100,L, ,0,-50,L, ,0,89,L,I,0,89,L, ,0,28,L, ,0,17,L, ,0,33,L, ,0,-22,L, ,0,-56,L, ,0,-22,L, ,0,11,L, ,0,-122,L, ,0,-133,L, ,0,-133,L, ,0,-72,L, ,0,-56,L, ,0
3601,USC00187705,1986,1,TOBS,-56,L, ,0,61,L, ,0,61,L, ,0,33,L, ,0,-11,L, ,0,-17,L, ,0,-78,L, ,0,-67,L, ,0,22,L, ,0,0,L, ,0,6,L, ,0,78,L, ,0,-72,L, ,0,-61,L, ,0,-56,L, ,0,-33,L, ,0,-33,L,I,0,150,L, ,0,89,L, ,0,56,L, ,0,44,L, ,0,50,L, ,0,-22,L, ,0,-22,L, ,0,17,L, ,0,11,L, ,0,-122,L, ,0,-133,L, ,0,-56,L, ,0,-50,L, ,0,-44,L, ,0
3602,USC00187705,1986,1,PRCP,0, , ,0,0, , ,0,18, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,3, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,137, , ,0,0,T, ,0,0, , ,0,0,T, ,0,0, , ,0,0, , ,0,178, , ,0,196, , ,0,0,T, ,0,0, , ,0,20, , ,0,0, , ,0,0, , ,0
3603,USC00187705,1986,1,WT01,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,1, , ,0,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , 
